sequence,source,destination,domain,length,info
25,194.177.211.32,226.237.176.216,admin.ch,1516,9781f18ec5ab6fab3ac6659c7552c4188892e1c23a2f4f578731fb33da333d5c
9,163.134.36.205,106.44.24.116,webeden.co.uk,316,f5beefab6cfa00804f218ce188d1a6d3caf912f8de899eb095b35f8f0db82d3a
79,177.129.14.58,193.197.159.243,cbslocal.com,284,f9d3e424c73d2c55ed06bc134f352bcd9d8199007671d0329043b788a7a4e222
85,226.44.37.35,49.205.53.163,wunderground.com,1002,12d5e83f1c57cd25ffb985c64456530f41ff5b35d32ce19de81492ec10f3610c
93,190.36.104.88,67.11.185.151,thetimes.co.uk,1139,95a2fbf278ac5c6178e5d9d8999dbcfd3377c4bf992971465f2b4ff5941bb635
82,165.109.227.116,200.146.104.234,aboutads.info,1054,450091065d2d536744d40d60749caa7800b00847741853d301c92eca25d00e91
40,103.12.214.188,71.89.18.36,cnbc.com,384,b60d889f91593e4d4cadc7fd6aa9d36a6a81210e1ef962af4cb74072fc73db6b
62,26.240.177.173,142.176.114.154,google.com.hk,1365,ac82582479168c7955b0db52f9bf5125a33f68483e7ba6be1449fbe34e238bf4
17,175.114.8.7,188.206.75.131,nsw.gov.au,1309,3ed5328f852cde00884bb56de0b234402b018c84a63a572278f7248332f4c6f1
12,158.223.214.207,208.123.199.144,msu.edu,930,24235998b892ea911fcefc707618dc2510e4b2dc87046d024ced811b695992ff
16,109.254.240.228,196.199.119.217,acquirethisname.com,803,6d4e001af17385b834fbb054efc08ff5ce9f8e1bf823a4e0762039e0ded7be3b
78,56.108.112.238,195.82.88.235,marketwatch.com,768,9d3f56301638ce974106a18b13b3173a2f42827126fae2c088ee31f9ccd29f42
54,250.179.249.19,169.229.57.124,techcrunch.com,267,4dc6dcdba9cf77cf1509a55bc44d5374c1a26fde11d08f9cdfc6b80393a164f1
85,232.225.215.123,240.198.50.191,com.com,1049,bda8345233d465d8d5ea53cf49117da6fc5bb76478c4e4d6dc576070c54d31ab
36,204.162.19.52,152.138.215.152,hc360.com,304,6af4d1d489d03d284a88a247613f537b7e670b9634acb649bfdb33475cb2a6e1
39,216.216.130.6,160.182.105.134,bloglovin.com,330,b3a5c856df685789f39e10722f457d2282becfce57013f2f8e55f635fd2b8b17
43,176.229.218.240,129.184.95.156,sbwire.com,1493,334b403917c3baf4e406a412602b2a58e7f6ccfd19b734a90358e02c4e859f21
46,66.148.160.19,99.202.145.228,reverbnation.com,826,da550370ebeff523fb3d85b108df33543db12791fb125e31e4e1c58774375eb5
74,115.101.76.216,127.81.208.173,jalbum.net,467,9b04613902ff0d837f63f15900e3f852306daab7bef837062398964ab14fce65
11,225.102.45.88,236.137.70.179,tripadvisor.com,738,320c52b556e7e7c312b66a5f50dbf7779234bd2e280f0fa0e7badbebf78b529a
100,74.248.19.165,32.182.34.39,webmd.com,735,c45398cee2715dd9d59d6047d167bc0c7b61e86655144cd7b2b377245300e01c
4,217.120.144.104,133.15.4.113,economist.com,767,686b0cb510e65e000c3fd720bd655a97a923df83f6ef7766766c8b2722ef5c27
61,15.17.237.114,5.25.36.44,newyorker.com,935,b918a08aa684202779353bb902fa493181f5ef6a1e2b42f2db66b8a1befc921e
23,202.103.44.97,170.2.204.18,go.com,750,c1f82bb7f221c6e36f148408c6e0da5118e7181ef5a340b07efb0d499330dedc
78,52.106.46.215,27.6.255.191,freewebs.com,541,0aa6b14dde8602f354f3710e86c47cfd3d928d1858ac6ef44e2e546fd85dda5a
49,231.218.127.181,165.115.4.173,zdnet.com,643,09fcf3b3b526003036f53f48bcc4dd67a472c25c579cd1d1a6fc5ff91acaecd9
34,54.51.23.51,238.71.199.174,bbc.co.uk,433,d819ea54f07f7bf087e9884fc4816af852595afc28ee0b5c4ca0e997f296514e
16,45.172.153.67,154.230.68.38,arstechnica.com,1435,8d2d4dface6102183bf69dff4e8f71f04e8c919d2cd8283bf6dcf169fac004e2
32,32.37.76.213,182.1.146.124,bloglines.com,980,8f0b5b18d04db3bb3f99d1f3bd997b1eab09298432df804cb3118593992a4eb8
69,179.41.216.141,176.154.172.148,google.it,651,2cd599c1ec26709feb26d12f520b175fb9733f1a9bc73f8cd9b2f2f91df545dd
35,71.65.212.89,146.162.236.11,china.com.cn,117,769f9c7adcf3d383c2fc6b1307d9e8e5a1e0fe007cb386e0596a5596d5205b81
54,152.37.161.79,18.174.157.204,networkadvertising.org,1488,5aadb9472b8a328f55e6530b36efa4ea68009ef201ce9a07d46408baa711e5a4
54,205.124.244.164,52.7.120.223,unicef.org,894,618fb43f3350fd7d0978ffe8886534870bfaaea58aadbfdfe99b693353a376eb
86,30.198.104.156,168.251.132.44,sciencedirect.com,762,f10f84697cc4568a52596e0987c0f658848a613206a8bdf31405db0922f0e28a
97,179.6.83.21,40.150.80.114,omniture.com,1078,80ca1544eac32a46f8cbf1496fa1b2910cc4376032e546d32b2c6066b6d3c2c7
16,7.16.116.215,137.30.19.245,ycombinator.com,1500,bdfcaeac9d01d3a538c1387905996da091624d1192cfc1d355a65b0527f1e8be
48,137.117.135.174,6.45.178.171,feedburner.com,126,67131f9969e8a33ae093c3117e0bd3fa6bf9ce9e7aa5ba300fbb49e45773ea5d
58,191.117.222.141,57.81.20.246,ca.gov,228,bb6b64463060f9988505f43d5ecef1f45c42cf1767fdb88c59138dc5598b64b0
39,34.73.10.157,197.244.118.212,craigslist.org,1079,79c663377ccab91a2afd50a78aef4a0de0e26496966fa2a8fcf7bf331d7c25e4
52,182.208.126.204,147.9.22.119,liveinternet.ru,167,090a20a38359b14581914fdd563203bf7011a53b69bda933d837cf92f97216f3
71,12.71.68.113,128.177.100.238,youku.com,389,2d7b2ac1c457d89fe42420b3af2fb596e11e0a31734896d2f8a7fc86c6d3e60e
36,240.71.38.239,108.105.13.6,google.pl,1268,95b6524deba09585522730350403b4e8c268a81ea3bf4cacdbdfced73c1aa330
31,143.154.91.154,128.18.178.250,walmart.com,627,91fd48f94a82d5f4d9b8936a3a0497d2c0997bf0c3129029999f2f6ec909f287
48,42.107.57.238,110.90.180.255,timesonline.co.uk,983,5a96c9ac81fa83ea1a843d4568ae6d947d7ac26bb731c8116e566c5183d7f58d
15,82.73.194.162,124.143.169.236,mysql.com,716,e9c7b686c91ec8ee99d07e56cbe312285f4ceae65295b9f236974b783783acf7
62,199.107.88.43,178.105.59.37,livejournal.com,147,13d2de35427230c00ff2d2df33987593f24298fe184be2641a08413020c33bef
2,9.35.168.231,187.172.55.210,jiathis.com,810,2fd36960c934ecd95a206d3a1ba54b8e79b2e8a04223088796eda1e62671d1cf
43,164.204.134.74,2.124.11.116,theguardian.com,264,e7b62a20842ba85ec02d610f35f583b559b02257986e824855b3903894490b88
53,177.102.156.40,7.58.46.160,bloomberg.com,1133,6a4c15da867608bb4a225e47352ca4d8b01a19a1493cd3cd0ce7b7a55b599829
88,107.62.9.203,53.5.122.99,independent.co.uk,758,9540335a209e68673f688fb167ef76dedcf42e25c4d94bd2c6ac4da553c4eccc
13,106.196.81.72,204.191.161.239,hibu.com,1102,7044743eeadd36ad6e5a099152a94e9f1639050725321e434ac16d2b574f044e
24,231.4.124.177,139.78.26.212,europa.eu,904,351b089bc90dad6e455b17dc308c4dc924043d974cc3e1c084124d7818795b4b
34,49.33.21.19,116.241.10.233,usnews.com,142,d080b98fd266dba3da71086fe60343fba5f0b7d10d437224f2e2b6b4253c7d0b
1,138.50.170.237,243.208.40.28,nature.com,1219,0e7c0eb776287e66517f76923226af088bd8063b46401e4597f52756f323b0e7
78,240.43.22.219,134.152.218.159,discuz.net,1444,5df9a02d69369f40031c8ee70246e41b22023be6edfa85dae73bd51c16120d33
78,154.192.106.67,126.47.63.175,opera.com,286,37ab8304a4ede5c6277acb4782eebedf2a1c3acd72c500d2c4c1b145a634c5a9
50,64.36.143.0,39.56.89.36,ycombinator.com,92,d676af643afbfc5b9e0578423507401cf4b13b903d8b48fd81ff9448b48552ef
6,114.136.12.6,17.5.128.66,tmall.com,353,5d0ec078de084472e9148f994c8b427c905d499ac5508f9498ce28f51c533acb
66,134.188.192.56,35.239.248.104,apple.com,274,0ed78c75149b037982ff43eac760aff1c85553804787bcc97186cc4436b88bc0
84,83.175.34.127,49.184.128.222,nhs.uk,1109,07df21856321c02759554a34c97f383565fe50014e83585fc3bef328df575fc4
56,215.53.241.170,54.234.111.86,chron.com,512,e46eb0742ac30609f11affbdb8e20688fc9b74923c5c4a882734fffa663c892f
67,59.24.237.90,3.177.235.245,sciencedirect.com,1077,ae0c30f74029009518fd9af16ea874f7d09e76a8e95ad855ad3deeb3a6390ddd
79,72.88.154.133,172.103.191.55,live.com,288,08daf24ab282f0d5c594bc00af469c046fd3e00fefd97a5f65526af255ff99d1
33,237.236.39.18,137.81.15.85,economist.com,45,3b8a15996ffae9e3af2b51346b7dc80fc0e6f686bf06b391fa85778b4507c706
36,189.144.34.74,82.153.189.65,youku.com,826,d13f5755d15464c5c1da74b0245b18e066fd940cf9f030d9b3a44e945db6350e
90,192.173.247.197,182.115.198.180,pcworld.com,934,88a34d37bc61a7bc1fdacdef04d28643273d1ec7e49c6454a757eb76e89e038a
90,188.27.51.44,149.79.37.89,dell.com,592,8deb8a4743cc488c8946e07f27224a07823bb1116195385bbcdf44e64ba05f9b
2,91.35.151.203,140.116.122.76,mapquest.com,260,fc25ecb278044f188a7e2d336d9f577933700f65e41181ff8051bc86d13639bd
17,206.151.8.149,120.169.226.225,exblog.jp,263,f5ee638e5efa7621313a1b53b795206d00b6cd7f0b5c74d0fa29d43e04c87190
77,232.236.74.144,146.43.105.136,dedecms.com,1387,94c5ab3ae93ef778063a0d77bd68510f5d4075aee91ded10de05ea9cb0ccf378
86,132.182.18.121,173.24.109.53,naver.com,997,ef138f113dbd654363ee9cf60d8b062ce7cfda5ee0d3cedac8adb3a809f053d4
30,85.44.137.17,209.164.192.212,stanford.edu,498,bca0dc21981d7fe70d18755d34410469ea2de7fd4a021de023f27b50e82dc028
72,243.131.51.44,178.97.122.6,odnoklassniki.ru,842,9944c8dd15b11ca44e959fa8deceaa8566a69adb5bb9571600fc9543ce4eb9c7
89,137.67.207.26,238.203.104.167,squidoo.com,1094,90498e9cd46b94411fb1243af0551e0bb19787ded0fcca2db9be1d0c90cd2248
20,59.190.134.235,171.63.224.78,goodreads.com,1492,e54bd6581350226bd4dbb59e401aa24141561f192d4600916dad3189b77cb52f
95,222.13.44.207,115.97.178.2,un.org,65,ad9d662ac4e547702409fc964722500d207c2800cd1fd93b5e176d4e76ccb3a1
24,184.29.92.144,202.73.82.242,alibaba.com,625,cf82b7813ab896768a163b199fb25d5f2fa67489da5703bb296602bf06bc6450
39,230.68.201.75,206.159.218.193,tinypic.com,1235,6452e7bc91ec104be909d3238460b01bb3c1f0139e3e320dc198e858134e9dea
8,76.156.42.213,16.101.166.153,xrea.com,516,9517453990ac3f1d9e234ecd1269ed42bbf0c09d176cb2528794c1e19b46c237
21,139.45.34.182,209.138.226.93,xinhuanet.com,1143,41e4ea93ba136b7c01fd2dc202504d56ac26d13842aafcee309fedaeb29546cf
28,31.6.56.10,154.208.68.12,mediafire.com,1110,ec0b4138e05964c40b628b941bb0b30bcbf2f15fc21e74dd97013d6a198643ca
64,173.139.48.79,125.98.9.190,com.com,1029,ae2ed9a75e2fc89cf8c71793b2fd5848c9963813c02557940e475051477900be
61,145.92.30.175,87.7.125.167,dailymotion.com,205,55fcfdb04a182a69791010044562949f799ba0e82beb38cb7b2aff0df2d7756a
89,254.178.4.31,65.253.148.161,reddit.com,212,26ff39c06fc1d4d64ef09df652a70cc2570c1b1d4054043f6e1f22d302214d1f
46,114.56.77.73,212.240.50.142,cafepress.com,1082,3b87a8c12fe8503db9a5c3b807349e770953a8ca4400e14e0155f4eba2c7e1dd
19,0.145.189.121,10.169.42.187,typepad.com,330,c01657a8f9109e27c3b03b65d3ee2674de3ed2a0d467b2b1e5326af434730c84
100,208.168.25.128,69.246.23.107,taobao.com,1314,e7c889572920694d483fea5212292cfd05c3d280c77d75cf935f3c9624a75fb1
83,205.178.250.43,37.2.181.207,google.ru,1161,298a1f6c64e6143543e2d24f3c18c4ab741eaa6a503f74fb3a2f683367b1b669
76,26.217.40.244,239.49.5.213,ocn.ne.jp,702,eeca061353417827808900d72e8f6c4779e5780ae2aebeed30ba2275eda4ac82
39,114.97.69.24,241.48.36.146,macromedia.com,850,80c30286b1c86c158c22c2156aa6ff12cc9a328a242fd7ea5ec942a4c4cea3b7
16,95.24.74.132,68.56.116.159,examiner.com,1248,bac43f03fe206d85c863f0b3d90548e7016b2065ef3cd17e1366c8163cbb7bd9
21,179.59.148.229,106.92.199.119,sitemeter.com,970,f9fc4acb2661e95e375b32e11549f114f9049b1eb1ed33ae2dc38de04a41ff73
22,76.19.238.199,250.210.9.28,rakuten.co.jp,1119,26e6e94e0d2c339b05bea655358611f8c349b6e05b5f8cc8e9f0423bd7b58ea3
18,37.75.16.131,246.83.236.105,army.mil,1128,b0047252ee445a664226f6b773a804f2a0d524a68c96e558946dbd2ec93197aa
48,25.58.80.39,220.250.11.235,answers.com,1110,b0b24bf4bb10f04545ed92cf4f22bd1505d5119225f93ae6a59a29ee714e35da
86,191.243.217.101,253.147.212.49,wunderground.com,682,3932f7c39f625d3339b6f91bd21bd65be992f7a296e128e3c5d7f286436f430f
71,222.237.116.79,126.208.213.235,google.com.br,269,11157edb0e2fe8ce9132320a96a8fb7b50a73544c6d71e812569a7c131901bb4
81,151.79.17.200,152.47.118.100,spotify.com,711,bb4f42ecebe341f43c01a63bd0d0ae0c7df098ad9848bf1e8da5fec496a43aa6
75,85.161.50.92,236.80.244.32,gov.uk,699,fbe4e812ab4d989db449d14962e10f7edf1b092b3f47387d549804e1c4c18199
60,2.157.206.198,158.206.234.97,imageshack.us,369,268e2cc1657064eae6e3bd575259b3df1fa71e0f48b1fb2ff0a6702951c5467b
55,132.202.121.112,34.123.3.213,engadget.com,385,2f8ef0677de92d2267de186b2bbb718fa594be28833d50f492ee8b5e9b159649
82,181.118.212.91,244.63.184.87,dedecms.com,293,ccd88457f0e3ca768c50dfa091b2461dd685fd7624c2deb75f63f3332540e2a9
46,236.8.99.63,6.62.196.96,independent.co.uk,690,2ac215842fac3c424825dbf1a51d59d2042b1d566918763f997a80c5f7bac02e
72,188.165.26.218,177.244.125.41,nps.gov,1347,0abbe68f53c12d6c9d9d81cba6b22b5079b7ad831f88b8ce2c7be00c217a0757
37,164.229.197.212,244.140.114.228,blogs.com,362,ce98a4b7057dfbf5fae6dbf861b0d7fe9807e141b1cf14aa361e504b91a0c482
55,113.29.61.185,182.21.250.53,techcrunch.com,426,65ae2059d132e6c4b295a331d0d7ce4d1819d19956d554ceb7bbc5912596e372
57,138.50.231.122,121.0.226.254,ning.com,1067,c4c4632571c4f7a123ee66a3a42747b81f692f75c565d98c43db6b945e350d1b
7,135.216.92.250,242.121.147.71,tripadvisor.com,1049,aff3ff144a36359c761df4672f976a8974adc2017665189a69960e783f1f8ad8
96,187.217.67.35,195.176.150.185,1688.com,632,f480bf1d6da35caad27580622144df030cbd9e376699294c211feca4da03ec71
54,19.161.254.82,9.99.249.115,howstuffworks.com,208,7c154aa11a35fc5f40252f0a72271e0c84c8d3fc055ae948c1d3f3dfea0e7611
20,94.147.106.50,110.204.190.236,newsvine.com,1068,fcb4050ada599d0907b9243aaee4bcb98fc4994c9d000c64c20671a3d87c6d14
21,81.178.103.91,184.151.132.155,zdnet.com,888,0b6ca70a3b66ed92d0fb9ccd170eb7ed2c28ffc09ddba37ae71bbb1788dc99c6
66,113.240.237.231,135.105.23.174,chronoengine.com,669,9576785cb08e769a6a3ac4777b25bd4c18837f44f1134093eeb16299ecd8609d
37,93.179.110.37,191.245.11.215,loc.gov,185,d7ebfbf01c3be67ea8888baa402c6cf0b82a13036eef6746cdcf710b4087f89e
45,74.139.236.73,81.48.208.237,indiegogo.com,345,78a463831be33b0021aa8b2103df4c10ba251091bd76ebea795e84a22b4caba5
65,194.198.41.160,139.29.238.106,imgur.com,1486,b3f0e31a92e2beefc09a22cea74fce1532f34cafe67c0a45cbe2a40f9f062945
57,153.40.3.53,114.154.64.195,nasa.gov,1367,08c679a3d3686626927a6c4773b9b6174230b241ba0137ff45d32bb50ab8c8b1
91,244.149.220.65,110.60.80.228,thetimes.co.uk,1503,5b22ce6022a77b831f9448b135029039ba458a45f2386c440f1c3743e1c30522
43,58.247.247.53,246.252.100.235,homestead.com,1294,8c97947b92bc9340eacfc0e42bd5040a8a3549d5842b43e6039630158dbc52f2
74,135.246.248.37,52.213.243.93,squarespace.com,229,43783a76afe74de22e476d9bce36c908430d39a7860096f3d8553eec6c400a99
53,235.142.120.157,190.97.140.102,vinaora.com,1158,d826deacf2b08a872b8ce7cfb1aa7e162f9524b521d5c886549fa4ebea1f5d5b
41,198.169.156.109,38.163.129.92,shutterfly.com,1125,72a9fa8e99e7e2b738a157bcb61f1b4893cd0e685b032ccfea6160b96e4fd839
93,47.122.68.115,238.65.104.43,goo.ne.jp,1133,eb4e17690f4818eaf99dca91677464bd075d3d0d2d10fcabcbaa4bb62047a099
65,138.41.235.30,81.59.2.56,prlog.org,1350,1c4261f29e4757982665dbeb49f17e279ec5984cc96e6112a739bc758caf60cb
60,190.111.71.159,243.151.122.229,xing.com,733,14acfa0c20f43789e33cddeb5235546186cb1270d0b8ed06bcd360147530decb
69,89.187.171.183,22.225.191.113,nasa.gov,440,f33e4425d18a46285160077458a2cae4a146425247d61238e0932085c3c42f18
72,221.227.244.137,16.178.17.90,storify.com,946,49064969794ce29f37918f02ac364e55a304f13959e14fabc3993bbcad9b8c57
63,68.228.181.60,121.72.189.234,theatlantic.com,836,44bfda325bcf6099774a1a9341d16440124934fc2310dfffa32b9e203046eb46
54,114.137.49.164,182.13.185.199,wix.com,1231,e63235097aae659e5f0a72c290b90416e8fb2e2877e150feb58756c9bf5becae
67,163.240.247.232,150.247.181.153,weather.com,1302,5ecf09d1d9e90175a112ec8f28552f92c1c17a5f2acabf72c2d2b97eb09310da
69,153.138.217.50,39.206.61.243,addtoany.com,1180,5169ca644a6bef7925f2b609b6fb36f5964ba16e1118d463d14ef78450fa95ff
19,160.119.27.9,121.166.134.216,deliciousdays.com,1237,8da7d7b2b19eaa0740f36c3808c5c9b939fc4afbc8ecec3fd4bf173aae1dbd36
24,32.149.48.211,243.250.158.157,de.vu,314,8988a7ca562198572f7c5e40745fe41c445933227d43b28b8b9cc0d6ff1bd42b
9,195.195.197.149,78.191.188.82,blogtalkradio.com,1092,d1478b4b44c5b695e36162c7d48d520c07d44c600333ed5c58a89b02bf5d54fe
59,248.174.239.104,219.199.55.20,archive.org,823,debd0ddfb63bbee7c60193778585b8fef32a51dfddfa1e110e38837ac675458f
46,190.86.164.222,67.112.38.53,ebay.co.uk,634,7f7bc4cb74f8acabe4152363ef7515b00f4f91338bc1f7f5fd1d96860ab3acb0
80,187.240.20.241,51.171.79.226,miitbeian.gov.cn,543,2b0269d1b16b726de6658d1b3abae2f62fc491e0872beac2f6a270d21e6ebb85
86,44.204.14.165,171.32.230.10,flavors.me,243,10b6f16195b61d41296300da213c2fda6f5f2bcb7c583fb53892faa8a1b0e48a
26,245.69.250.22,130.145.43.106,icio.us,579,4310f7d5efe3ea2494738503357009a0578037bfa3dcdc76231ad2dc3969c0e3
25,6.148.61.76,219.98.37.131,ft.com,853,82080ee9befc0a8c6d26f1a53ed6577622fe213651de2016af55eaecf2ced064
23,171.103.135.247,100.106.197.59,sakura.ne.jp,647,41c1a983fc1e710f290d7f3fa41802e19083303636814872e6bb32129ee5e112
53,204.18.131.254,14.55.200.41,go.com,789,0231cc44ea8ec9da7977530b2522c834d737b7be037b5ee04828b90397b4b9d6
45,41.42.233.181,62.100.251.123,earthlink.net,486,14c2f7f26647e9953ea517f0e21ad2160c63251b8397e655698b21836a9129c8
79,57.50.161.147,71.151.192.215,china.com.cn,1399,23a5a402bf11c4cc679507f934dbfb286e83d6c4066c821bcde30af1152ca07c
45,218.16.7.194,23.106.93.227,kickstarter.com,830,0225262247ca63b13ebc5cdca61349b12bc7484c9cb1df39fd1d44db5b35d0e3
25,6.6.118.100,221.219.65.149,shinystat.com,136,ac7a2a0e1052ea7a4988313023eba3afee4b0192671d5c63b548f81a2e87fa05
73,108.107.70.95,65.252.190.206,sphinn.com,322,3e1b080aaa7f81dfffa6d74c7934c1304a199168c87c6e8fe126a6c4e325fcb7
89,114.77.52.72,127.210.127.148,forbes.com,1377,2aa3a824802b2cc86d1812fc1a03289ba16b4780256343c1a103f94fe901a75f
49,46.243.79.191,131.111.72.77,squidoo.com,62,f020a5a4c64b5dc75431d53b63c013e932afb1cf4d531e81e35308cbbc57dfcc
10,74.196.186.12,109.113.226.199,google.pl,1090,a35b2f5d54805611b497ff410ffa32aa157d8bd7594b359f51b1d504976f2644
45,152.58.140.11,12.160.20.80,umich.edu,1228,b0fc1751ca63c6d314dc8051cfb22c70812d7a5464ad3a4ff9075ad71b220b16
68,63.166.73.77,1.41.215.136,va.gov,303,88ad7c69ce613e91fcaeee6313327f92a9da825b22d900d148f13bab9fd8d14a
47,50.61.48.167,55.239.7.55,dailymail.co.uk,1206,ccfe569e705e1c3b1b83b726b6f792f94dd4ef8949a9ddf9b37041cf3ca5ec7b
89,249.87.125.246,117.238.165.225,cisco.com,1031,bc820e123f1681a2d6644de537ca5a8963ef254a959f236f7bb5e19c22b4c892
57,76.192.236.74,76.66.255.3,toplist.cz,447,13e487c60fe9ef3dc7332a8256917b7742c3512a68eb76b2481da53e4b561572
27,132.77.96.237,98.116.176.151,tuttocitta.it,1202,50492fb107a6e41f3e037a399ba7368563fa3d2f637c65bdc82de5753f099c16
85,55.59.157.87,185.62.255.145,com.com,42,bdc0fb3d3144b4d199a72e0789962497239c5be47d0eff63c5eec555610aede2
76,64.144.65.194,171.46.240.208,cnet.com,331,561d8c79b4c0aaed71d894bf080f0c9d989ea40c2e66d163b4cebe22ff5241bb
62,177.249.179.226,127.161.132.5,abc.net.au,1460,40b96b57babba3e5cf05e1631b64994b6e91796eaa9036442b48f12b934ca244
75,217.74.102.35,134.16.119.29,cafepress.com,1422,6225198b58c0292ace55d90dba9bb2e1e95fa7fde99354ccd629cc8ba6adba65
30,29.250.125.137,197.149.137.42,yellowbook.com,967,2638b612a6e04874375c2043641d432a2a66aa6e024a12c79e64366902b7904e
6,165.78.168.233,244.105.76.40,barnesandnoble.com,246,c9a130dc6805cdc4a4c3e9fba85915803b6e177234d2882e497619377148f797
5,228.234.208.239,162.58.241.82,ehow.com,670,dc43808cdaf80cf8c90c05d2964a63d30214fa7c6f07365a55bba0becc6072d4
100,149.191.198.109,36.71.93.129,domainmarket.com,540,c63432935a3085c558abf3d38bed9ab15a89f4e54bdbe6496c00cf88a25f5a01
60,56.219.0.113,217.105.81.246,unc.edu,324,2b3fd3648259493fc40f7cf0fa1c53a14b95a8d39765288707ea319e7c67e41e
29,197.62.52.155,67.69.92.66,vinaora.com,290,42619323effe06bc09c05ac548ca2fa66bb053a895700ea7785cfa7ca22b1868
44,67.16.13.255,154.5.116.187,smh.com.au,848,a7a9b2ce27dd04d6a2cce3dea99a7c44b02cd67b598cb22216ab8dd126d24ffd
35,228.46.180.127,204.14.88.170,is.gd,1218,6f52fc70c43f8bc1777e57b03dff7c112ea2a51c54b9e048d2c81c9a4175c2b8
5,13.139.252.223,9.224.239.68,comcast.net,568,87af6a4e99955f9ff65fe2e1e4024234efce210a322c004da2684dd6c54418c8
42,144.102.19.143,177.92.104.100,nbcnews.com,186,591784871f455f9e1cc975eb01d66b8d1ac8e439d56e6eab307ff67e158d106c
80,62.240.190.40,192.31.203.2,apache.org,1014,5b024b4841a958230f0d5c5eb8b6a5e7025474a3c7bd4f1ac855e12232e7b6a1
89,122.190.66.167,53.111.207.157,patch.com,1009,7a49a71f146d82341ffd8f6298fb2dfb4024d7f8a375e332fb891dbebf843bd1
30,69.136.98.155,4.124.154.106,webnode.com,546,86c68969550e79c1fbb8db8135634a3e69420550bc14d3065b69a0c7b83cfcea
52,156.174.162.42,41.63.30.112,google.it,993,1ac6d3441599627db8c868bf35367dd3baccfb1e4d641d5daf12550c4f56afcc
89,136.86.148.196,39.209.24.129,sogou.com,1197,9b0bae45cbd9ab724e935c25e5aee4dd4eb65afc5af07854ce7f09e47a64fb12
66,34.146.25.5,60.80.35.35,wikia.com,213,31d017f29a1867eecb83eee168e654ca6853803af71e0612346a009180ca3932
65,106.74.68.213,210.242.143.60,sitemeter.com,950,4e0850660b39729ea214e5921bf72042f1d5e607518c0b9ee3a59a9271dbc371
3,179.0.134.31,131.32.107.128,yandex.ru,1008,c5dce723fc1bcc0ae70984b97da106ebe30efa0cc611f5e1d7240561ab7b5763
94,91.201.128.95,22.35.190.192,mayoclinic.com,885,fbf990319d353fce6fc1f6870a2ec0ef5c9d96e8a0de04f974cc2d49e2e033d2
24,22.17.103.175,165.146.35.71,google.com.hk,86,733717c8f78bb64ecd2b30f1578def23dd5287a8bee2a106b850d0262b2a78ed
67,86.109.175.244,16.133.137.20,tinypic.com,1183,7bc176b3d358cc69b891dbf448085a098a9990df27e1de449071c983f0806f9e
85,154.210.184.121,147.20.209.101,yale.edu,1162,6c68f6a5d412a7c7b124d3e265980013099ee31460254c8036433264c782758a
14,56.163.147.39,242.88.147.113,nhs.uk,632,b1ad66b8e38820308365b2fece01d1b059a3cbe0608c92a18e6045a378200ffc
90,40.195.173.13,180.222.222.192,theglobeandmail.com,324,da3b4e064cb18e98fe273513cc23910c5e81ea306c8c629a87c39bf58e65a5ca
56,85.103.81.143,197.148.105.71,baidu.com,609,28e1abbbebc3d40f5435f8012f0461764062f85a62a88dc345559443574783e6
3,206.223.165.103,3.8.101.70,usgs.gov,1267,3e56ddf38358b203f5a151cab9ec8e27bd3b77f165d445972538ce4d0afb9575
14,172.235.86.20,180.63.209.244,state.gov,303,4a269f3e9d75a05530da959c31300f20f8dfd853475cc5eca775da8c9cce8b93
10,195.192.43.132,145.40.120.26,squidoo.com,1296,f8d66e48629fa95e528dfff6cfc10cc3c0ae577b79613685e27685f2b28752f7
9,78.220.193.22,61.11.206.100,slideshare.net,169,63a2d581f6fb40b00e1c16fa1cfab87c7cfdcc77ac9f4de9cd13a0cd8fe211ea
48,71.86.28.214,51.12.148.66,ocn.ne.jp,224,d46e47a0ff86b7d7a9f3505379fe5778bdd294292af8061984fc0dcf19d9c00e
21,213.255.76.196,246.11.133.173,prlog.org,577,6adf18e3c13ee1f259c687eaa62281555840856e25ccdd661029c96b92ed27ce
1,50.120.102.233,182.12.97.116,simplemachines.org,201,222ca436a2a39e3b01b2d519c8d3b0006ec6bcab18cb5d83012112e79a2376fe
60,228.248.126.189,220.53.12.96,paginegialle.it,1271,9d50ee49a83a2d5e57d9c32ea285d439d8f7bd3abafaa5178257eadbb69b50aa
35,90.182.4.52,39.29.181.117,tumblr.com,917,1c4664c0bb86eb24bc5c37eeb444ec4ce507532a1942f5dfea352fa69f35e200
77,26.179.4.104,102.36.142.214,people.com.cn,175,7619ec2c4b7af4ac89656cebeb2a979a2fca2e04fd01601c6df93a58bbd8ccba
9,234.5.211.169,5.148.252.41,cbsnews.com,309,973aa2a020fd320a2e4c85df75fd8ad105d14fe6375ae70e4d9891f84395ec93
32,147.210.239.190,164.13.186.23,parallels.com,293,e3573c7649ff9666f9a9f9b8ba665f98f45bb10c3bc613121d7dc01fe7069505
13,34.185.194.163,171.12.199.223,constantcontact.com,93,61124a29f57a86c1eb1610354dde1bc131299bc06621f71d7729b6efba5351bd
20,71.213.149.181,51.118.143.244,mayoclinic.com,557,b3a7e8c841e024f8d8c11c1b9a6423d44e4cc189df418fd3d07c89160d702ede
